modelo,marca,ano,quilometragem,potenciamotor,combustivel,cambio,direcao,cor,portas,finalplaca,vidroeletrico,travaeletrica,arcondicionado,direcaohidraulica,som,airbag,alarme,sensorre,camerare,blindado,valor
FIAT UNO MILLE GRAZIE 1.0 FIRE FLEX 8V 4P,FIAT,2008,151000,1,Flex,Manual,Mecânica,Cinza,4,1,0,1,1,0,0,0,1,0,0,0,14000
VW - VOLKSWAGEN AMAROK HIGHLINE CD 3.0 4X4 TB DIES. AUT.,VW - VOLKSWAGEN,2018,25068,3,Diesel,Automático,Hidráulica,Cinza,4,1,1,1,1,0,1,1,1,1,1,0,194990
FORD ECOSPORT XLS 1.6/ 1.6 FLEX 8V 5P,FORD,2005,196462,1.6,Gasolina,Manual,Hidráulica,Prata,4,5,1,1,1,1,0,0,1,0,0,0,19000
FORD FIESTA SE 1.0 8V FLEX 5P,FORD,2011,90000,1,Flex,Manual,Hidráulica,Cinza,4,9,1,1,1,1,1,1,1,0,0,0,21500
RENAULT KWID 1.0 ZEN,RENAULT,2019,42000,1,Flex,Manual,Elétrica,Branco,4,5,1,1,1,1,1,1,1,0,0,0,38500
NISSAN LIVINA 1.8 16V FLEX FUEL AUT.,NISSAN,2010,126000,1.8,Gasolina,Automático,Hidráulica,Vermelho,4,9,1,1,1,1,1,1,1,0,0,0,22500
FIAT STRADA 1.4 MPI FIRE FLEX 8V CE,FIAT,2004,10000,1.4,Gasolina,Manual,Mecânica,Branco,2,4,0,0,0,0,1,0,0,0,0,0,15000
VW - VOLKSWAGEN 1.6 8V GASOLINA 2P MANUAL,VW - VOLKSWAGEN,2014,500000,4,Diesel,Manual,Hidráulica,Branco,2,2,1,1,0,0,0,0,0,0,0,0,240000
VW - VOLKSWAGEN KOMBI LOTAÇÃO 1.4 MI TOTAL FLEX 8V,VW - VOLKSWAGEN,2010,160000,1.4,Flex,Manual,Mecânica,Branco,4,5,0,0,0,0,1,0,0,0,0,0,25500
VW - VOLKSWAGEN GOL 1.0 TREND/ POWER 8V 4P,VW - VOLKSWAGEN,2017,77500,1,Flex,Manual,Hidráulica,Branco,4,2,1,1,1,1,0,1,1,0,0,0,38000
VW - VOLKSWAGEN FOX 1.0 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,2013,120000,1,Flex,Manual,Hidráulica,Vermelho,4,9,1,1,1,1,1,1,1,1,0,0,30500
GM - CHEVROLET ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,GM - CHEVROLET,2017,65000,1,Flex,Manual,Hidráulica,Branco,4,2,1,1,1,1,1,1,1,1,0,0,42000
GM - CHEVROLET EQUINOX MIDNIGHT 1.5 TURBO 172CV AUT,GM - CHEVROLET,2020,31000,1.5,Gasolina,Automático,Elétrica,Preto,4,1,1,1,1,1,1,1,1,1,1,0,135990
VW - VOLKSWAGEN FOX 1.0 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,2013,120000,1,Flex,Manual,Hidráulica,Vermelho,4,9,1,1,1,1,1,0,1,1,0,0,30500
TOYOTA COROLLA GLI UPPER 1.8 FLEX 16V AUT.,TOYOTA,2019,40000,1.8,Flex,Automático,Elétrica,Preto,4,8,1,1,1,1,1,1,1,1,0,0,90800
JEEP COMPASS LIMITED 2.0 4X2 FLEX 16V AUT.,JEEP,2020,22000,2,Flex,Automático,Elétrica,Cinza,4,4,1,1,1,0,1,1,1,1,1,0,143000
FORD RANGER XLT 2.5 16V 4X2 CD FLEX,FORD,2015,80000,2,Flex,Manual,Hidráulica,Branco,4,0,1,1,1,1,1,1,1,1,1,0,81900
TOYOTA ETIOS X 1.3 FLEX 16V 5P AUT.,TOYOTA,2018,0,1.3,Flex,Automático,Elétrica,Prata,4,4,1,1,1,0,1,1,1,1,1,0,49500
GM - CHEVROLET ONIX HATCH LT 1.4 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,2016,300,1.4,Flex,Manual,Hidráulica,Branco,4,9,1,1,1,0,0,0,1,0,0,0,46643
NISSAN VERSA UNIQUE 1.6 16V FLEXSTART 4P AUT.,NISSAN,2017,47000,1.6,Flex,Automático,Elétrica,Branco,4,9,1,1,1,1,1,1,1,0,1,0,58999
JEEP COMPASS LIMITED 2.0 4X2 FLEX 16V AUT.,JEEP,2018,12000,2,Flex,Automático,Elétrica,Preto,4,7,1,1,1,0,1,1,1,1,1,0,122000
VW - VOLKSWAGEN GOL TRENDLINE 1.6 T.FLEX 8V 5P,VW - VOLKSWAGEN,2019,50000,1.6,Flex,Manual,Hidráulica,Branco,4,4,1,1,1,1,1,1,1,0,0,0,51900
FORD RANGER XLS 2.3 16V 145CV/150CV 4X2 CD,FORD,2008,100000,2,Flex,Manual,Hidráulica,Preto,4,3,1,1,1,1,0,1,1,0,0,0,25000
TOYOTA RAV4 2.0 4X2 16V AUT.,TOYOTA,2015,44000,2,Gasolina,Automático,Hidráulica,Branco,4,3,1,1,1,1,1,1,1,0,0,0,92990
TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,2015,90000,2,Flex,Automático,Elétrica,Prata,4,9,1,1,1,1,1,1,1,0,1,0,74500
TOYOTA ETIOS X 1.3 FLEX 16V 5P AUT.,TOYOTA,2018,31000,1.3,Flex,Automático,Elétrica,Branco,4,9,1,1,1,0,1,1,1,1,1,0,49000
FIAT PUNTO ATTRACTIVE ITALIA 1.4 F.FLEX 8V 5P,FIAT,2016,47000,1.4,Flex,Manual,Hidráulica,Vermelho,4,8,1,1,1,1,1,1,1,1,0,0,36000
JEEP COMPASS LIMITED 2.0 4X4 DIESEL 16V AUT.,JEEP,2017,75000,2,Diesel,Automático,Elétrica,Prata,4,6,1,1,1,1,1,1,1,1,1,0,121800
PEUGEOT 206 SW FELINE 1.6/ 1.6 FLEX 16V 5P,PEUGEOT,2006,99,1.6,Flex,Manual,Hidráulica,Prata,4,0,1,1,1,1,1,1,1,0,0,0,13200
FORD KA 1.0 8V/1.0 8V ST FLEX 3P,FORD,2009,275000,1,Flex,Manual,Hidráulica,Prata,2,9,1,1,1,1,1,0,0,0,0,0,12000
FORD FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,FORD,2013,101000,1,Flex,Manual,Hidráulica,Preto,4,6,1,1,1,1,0,0,1,1,0,0,17000
TOYOTA COROLLA GLI 1.6 16V,TOYOTA,2007,155256,1.6,Gasolina,Manual,Hidráulica,Prata,4,2,1,1,1,1,1,0,1,0,0,0,30000
RENAULT KWID LIFE 1.0 FLEX 12V 5P MEC.,RENAULT,2018,75060,1,Flex,Manual,Mecânica,Branco,4,1,0,0,0,0,1,1,0,0,0,0,28000
GM - CHEVROLET CLASSIC ADVANTAGE 1.0 VHC FLEXPOWER 4P,GM - CHEVROLET,2015,50000,1,Gasolina,Manual,Mecânica,Branco,4,1,1,0,1,0,0,0,0,0,0,0,27000
FIAT PUNTO BLACKMOTION 1.8 FLEX 16V 5P.,FIAT,2015,90,1.8,Flex,Manual,Hidráulica,Prata,4,0,1,1,1,1,1,1,1,1,0,0,45900
FIAT PUNTO ATTRACTIVE 1.4 FIRE FLEX 8V 5P,FIAT,2011,160000,1.4,Flex,Manual,Hidráulica,Cinza,4,2,1,1,1,1,1,1,1,1,0,0,23500
VW - VOLKSWAGEN POLO 1.6 MI FLEX 8V 4P,VW - VOLKSWAGEN,2011,95000,1.6,Flex,Manual,Hidráulica,Prata,4,8,1,1,1,1,1,0,1,1,0,0,29900
VW - VOLKSWAGEN GOL (NOVO) 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2017,52648,1.6,Flex,Manual,Hidráulica,Branco,4,6,1,1,1,1,1,1,1,1,1,0,42700
HONDA CITY SEDAN EX 1.5 FLEX 16V 4P AUT.,HONDA,2021,0,1.5,Flex,Automático,Hidráulica,Preto,4,9,1,1,1,1,1,1,1,1,1,0,80000
TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,2012,100,2,Flex,Automático,Hidráulica,Prata,4,2,1,1,1,1,1,1,0,1,1,0,53000
GM - CHEVROLET CRUZE LT 1.8 16V FLEXPOWER 4P MEC.,GM - CHEVROLET,2014,72577,1.8,Flex,Manual,Elétrica,Prata,4,9,1,1,1,0,0,1,0,0,1,0,50000
VW - VOLKSWAGEN GOL 1.6 MI/ POWER 1.6 MI 4P,VW - VOLKSWAGEN,2013,78000,1.6,Flex,Manual,Hidráulica,Prata,4,2,0,1,1,1,0,0,1,0,0,0,26000
FIAT SIENA EL 1.4 MPI FIRE FLEX 8V 4P,FIAT,2015,57000,1.4,Flex,Manual,Hidráulica,Branco,4,1,1,1,1,1,1,1,1,0,0,0,39000
GM - CHEVROLET CORSA WIND 1.0 MPF/MILLENIUMI/ EFI 4P,GM - CHEVROLET,2001,10000000,1,Gasolina,Manual,Hidráulica,Cinza,4,2,1,1,1,1,0,1,1,0,0,0,11500
SUZUKI JIMNY WIDE/ JIMNY/4ALL 1.3 16V,SUZUKI,2011,90000,1.3,Gasolina,Manual,Hidráulica,Branco,2,2,1,1,1,1,1,0,1,0,0,0,43000
GM - CHEVROLET CORSA SED. PREMIUM 1.4 8V ECONOFLEX 4P,GM - CHEVROLET,2009,135815,1.4,Flex,Manual,Hidráulica,Preto,4,3,1,0,1,1,0,0,0,0,0,0,16900
VW - VOLKSWAGEN CROSSFOX 1.6 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,2013,85000,1.6,Flex,Manual,Hidráulica,Branco,4,7,1,1,1,1,1,1,1,1,0,0,38000
FORD KA,FORD,2009,57374,1,Flex,Manual,Mecânica,Prata,2,9,0,0,1,0,1,0,0,0,0,0,13000
FORD RANGER XLT 3.2 20V 4X4 CD DIESEL AUT.,FORD,2020,23000,3,Diesel,Automático,Elétrica,Branco,4,0,1,1,1,0,1,1,1,0,1,0,215000
VW - VOLKSWAGEN FOX 1.0 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,2013,62000,1,Flex,Manual,Hidráulica,Prata,4,8,1,1,1,1,1,1,1,0,0,0,29500
GM - CHEVROLET ONIX HATCH ACTIV 1.4 8V FLEX 5P AUT.,GM - CHEVROLET,2019,67500,1.4,Flex,Automático,Elétrica,Preto,4,2,1,1,1,0,1,1,1,1,1,0,63000
VW - VOLKSWAGEN FOX XTREME 1.6 FLEX 8V 5P,VW - VOLKSWAGEN,2020,22000,1.6,Flex,Manual,Elétrica,Branco,4,0,1,1,1,0,1,1,1,0,0,0,62000
FIAT PALIO ESSENCE 1.6 FLEX 16V 5P,FIAT,2013,73000,1.6,Gasolina,Manual,Hidráulica,Vermelho,4,3,1,1,1,1,1,1,1,1,0,0,30500
RENAULT SANDERO EXPRESSION HI-FLEX 1.0 16V 5P,RENAULT,2017,42000,1,Flex,Manual,Hidráulica,Prata,4,3,1,1,1,1,1,1,1,0,0,0,41000
EFFA M-100 1.0 8V 5P,EFFA,2012,80000,1,Gasolina,Manual,Hidráulica,Branco,4,9,1,1,1,1,1,0,1,0,1,0,12500
HONDA CITY SEDAN EX 1.5 FLEX 16V 4P AUT.,HONDA,2013,90000,1.5,Flex,Automático,Hidráulica,Branco,4,8,0,1,1,1,1,1,1,0,0,0,40000
GM - CHEVROLET PRISMA  SED. MAXX/ LT 1.4 8V ECONOF. 4P,GM - CHEVROLET,2012,0,1.4,Gás Natural,Manual,Hidráulica,Prata,4,8,1,1,1,1,1,0,1,1,0,0,27000
GM - CHEVROLET S10 PICK-UP STD. 2.2 MPFI CD,GM - CHEVROLET,1997,111111,2,Gasolina,Manual,Hidráulica,Prata,4,6,1,1,0,1,0,0,0,0,0,0,17500
FORD FIESTA 1.0I 3P E 5P,FORD,2008,108964,1,Flex,Manual,Hidráulica,Preto,4,5,1,1,1,1,0,0,1,0,0,0,19000
JEEP RENEGADE LONGITUDE 1.8 4X2 FLEX 16V AUT.,JEEP,2020,8000,1.8,Flex,Automático,Elétrica,Branco,4,2,0,0,0,0,0,0,0,0,0,0,103000
FORD KA 1.0 8V/1.0 8V ST FLEX 3P,FORD,2012,92000,1,Flex,Manual,Hidráulica,Branco,2,0,1,0,1,1,0,0,0,0,0,0,19500
FIAT UNO MILLE 1.0/ I.E./ ELECTRONIC/  BRIO,FIAT,1994,226090,1,Gasolina,Manual,Mecânica,Azul,4,4,1,0,1,0,0,0,0,0,0,0,6500
TOYOTA COROLLA GLI 1.8 FLEX 16V  AUT.,TOYOTA,2013,120000,1.8,Flex,Automático,Hidráulica,Prata,4,8,1,1,1,1,1,1,1,1,1,0,54000
VW - VOLKSWAGEN GOL (NOVO) 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2017,27000,1,Flex,Manual,Hidráulica,Branco,4,3,1,1,1,1,1,1,1,0,0,0,52900
RENAULT LOGAN AUTHENTIQUE HI-FLEX 1.6 8V 4P,RENAULT,2014,81300,1.6,Flex,Manual,Hidráulica,Branco,4,6,1,1,1,1,1,1,1,1,1,0,34500
RENAULT SANDERO GT LINE HI-FLEX 1.6 8V 5P,RENAULT,2014,140000,1.6,Flex,Manual,Hidráulica,Branco,4,7,1,1,1,1,1,1,1,0,0,0,21300
FORD FIESTA SE 1.6 16V FLEX 5P,FORD,2012,0,1.6,Flex,Manual,Hidráulica,Branco,4,2,1,1,1,1,1,1,1,0,0,0,29500
VW - VOLKSWAGEN VOYAGE 1.6 MSI FLEX 8V 4P,VW - VOLKSWAGEN,2018,66000,1.6,Flex,Manual,Hidráulica,Branco,4,2,1,1,1,1,1,1,1,0,0,0,48500
FORD KA 1.0 SE 12V FLEX 4P MANUAL,FORD,2017,58039,1,Flex,Manual,Elétrica,Branco,4,7,1,1,1,0,1,1,1,1,0,0,37500
NISSAN TIIDA S 1.8/1.8 FLEX 16V  MEC.,NISSAN,2011,155000,1.8,Flex,Manual,Elétrica,Prata,4,8,1,1,1,1,1,0,1,1,0,0,25900
RENAULT LOGAN EXPRES./EXP. UP HI-FLEX 1.0 16V 4P,RENAULT,2013,180000,1,Flex,Manual,Hidráulica,Preto,4,8,1,1,1,1,1,0,0,0,0,0,21500
FIAT PALIO ELX 1.3 MPI  FIRE 16V 4P,FIAT,2003,100000,1.3,Gasolina,Manual,Hidráulica,Vermelho,4,0,1,1,1,1,0,0,1,0,0,0,7200
FIAT MOBI EASY ON 1.0 FIRE FLEX 5P.,FIAT,2017,49000,1,Flex,Manual,Hidráulica,Vermelho,4,0,0,0,0,0,0,0,0,0,0,0,27900
GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,2008,84000,1,Flex,Manual,Mecânica,Prata,4,9,1,1,0,0,0,0,0,0,0,0,16000
VW - VOLKSWAGEN GRAND SAVEIRO XTREME/STREET  1.6/1.8/2.0,VW - VOLKSWAGEN,2011,235000,1.6,Flex,Manual,Hidráulica,Cinza,2,3,1,1,1,1,1,1,1,1,1,0,26500
TOYOTA COROLLA FIELDER SW S 1.8 16V 136CV MEC,TOYOTA,2004,0,1.8,Gasolina,Manual,Hidráulica,Preto,4,3,1,1,1,0,1,1,1,1,0,0,23000
RENAULT DUSTER OROCH EXP. 1.6 HI-FLEX 16V  MEC.,RENAULT,2017,40,1.6,Flex,Manual,Hidráulica,Branco,4,8,1,1,1,1,1,1,1,1,1,0,72000
GM - CHEVROLET BONANZA S / LUXE 4.0 DIESEL TURBO,GM - CHEVROLET,2008,1,1.4,Flex,Manual,Hidráulica,Prata,4,4,1,0,1,1,0,1,1,0,0,0,19200
FORD FIESTA 1.5 16V FLEX MEC. 5P,FORD,2014,70000,1.5,Flex,Automático,Hidráulica,Preto,4,0,1,1,1,1,1,1,1,1,0,0,35000
HONDA FIT EX/S/EX 1.5 FLEX/FLEXONE 16V 5P AUT.,HONDA,2019,9000,1.5,Flex,Automático,Elétrica,Cinza,4,1,1,1,1,1,1,1,1,1,1,0,76900
HONDA ,HONDA,2018,25000,1.5,Flex,Automático,Elétrica,Branco,4,0,1,1,1,1,1,1,1,1,1,0,78000
TOYOTA HILUX CD SRX 4X4 2.8 TDI 16V DIESEL AUT.,TOYOTA,2017,70600,2,Diesel,Automático,Elétrica,Cinza,4,9,1,1,1,1,1,1,1,1,1,0,180000
VW - VOLKSWAGEN GOL 1.0 PLUS 8V 2P,VW - VOLKSWAGEN,1996,10000,1,Gasolina,Manual,Mecânica,Prata,2,8,0,0,0,0,1,0,0,0,0,0,7600
FORD KA 1.0 8V/1.0 8V ST FLEX 3P,FORD,2018,88000,1,Flex,Manual,Elétrica,Branco,4,7,1,1,1,0,1,1,1,1,1,0,38500
VW - VOLKSWAGEN GOL 1.0 PLUS 8V 4P,VW - VOLKSWAGEN,2010,127000,1,Flex,Manual,Mecânica,Cinza,4,1,0,1,0,0,1,0,1,0,0,0,19000
RENAULT LOGAN AUTHENTIQUE HI-FLEX 1.0 16V 4P,RENAULT,2010,1,1,Flex,Manual,Hidráulica,Prata,4,0,0,0,1,1,0,1,1,0,0,0,20300
GM - CHEVROLET ONIX HATCH LT 1.0 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,2016,61000,1,Gasolina,Manual,Hidráulica,Preto,4,3,1,1,1,1,1,1,1,1,1,0,40500
FIAT LINEA LX 1.9/ 1.8 FLEX 16V 4P,FIAT,2009,80,1.9,Flex,Manual,Hidráulica,Cinza,4,1,1,1,1,1,1,0,1,0,0,0,25000
VW - VOLKSWAGEN GOL 1.0 TREND/ POWER 8V 4P,VW - VOLKSWAGEN,2014,48000,1,Flex,Manual,Hidráulica,Prata,4,3,1,1,1,1,1,1,1,1,0,0,33000
GM - CHEVROLET CELTA 1.0/ SUPER 1.0 MPFI VHC 8V 5P,GM - CHEVROLET,2011,90000,1,Gasolina,Manual,Hidráulica,Prata,4,5,1,1,1,1,0,0,0,0,0,0,21500
FIAT TORO VOLCANO 2.0 16V 4X4 TB DIESEL AUT.,FIAT,2019,72000,2,Diesel,Automático,Elétrica,Branco,4,8,1,1,1,0,1,1,1,1,0,0,129900
VW - VOLKSWAGEN GOL 1.0 TREND/ POWER 8V 4P,VW - VOLKSWAGEN,2011,100000,1,Flex,Manual,Hidráulica,Prata,4,8,1,0,1,1,1,0,1,1,0,0,25300
HYUNDAI HB20 VISION 1.6 FLEX 16V AUT,HYUNDAI,2021,3500,1.6,Flex,Automático,Elétrica,Prata,4,3,1,1,1,0,1,1,1,1,0,0,70500
VW - VOLKSWAGEN FOX 1.0 MI TOTAL FLEX 8V 3P,VW - VOLKSWAGEN,2012,49000,1,Flex,Manual,Hidráulica,Branco,4,9,1,1,1,0,1,0,1,0,0,0,25000
TOYOTA HILUX CD SRV 4X2 2.7 16V 142CV,TOYOTA,2015,160000,2,Flex,Automático,Hidráulica,Prata,4,8,1,1,1,1,1,1,1,1,1,0,89000
HYUNDAI HB20 PREMIUM 1.6 FLEX 16V AUT.,HYUNDAI,2018,52857,1.6,Flex,Automático,Hidráulica,Prata,4,2,1,0,1,1,0,1,0,0,0,0,62500
VW - VOLKSWAGEN GOLF SPORTLINE 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2014,90000,1.6,Flex,Manual,Hidráulica,Branco,4,2,0,0,0,0,0,0,0,0,0,0,50500
TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,2016,90000,2,Flex,Automático,Hidráulica,Prata,4,5,1,1,1,1,1,1,1,1,1,0,77500
NISSAN VERSA 1.0 12V FLEXSTART 4P MEC.,NISSAN,2019,90000,1,Flex,Manual,Elétrica,Prata,4,7,1,1,1,0,1,1,1,1,0,0,0
VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2017,90893,1,Flex,Manual,Hidráulica,Branco,4,9,1,1,1,1,1,1,1,1,1,0,41500
VW - VOLKSWAGEN GOL 1.6 MI POWER TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2013,97000,1.6,Flex,Manual,Hidráulica,Vermelho,4,9,1,1,1,1,1,0,1,0,0,0,29000
HONDA CR-V 2.0 16V AUT.,HONDA,2010,118,2,Gasolina,Automático,Elétrica,Prata,4,6,1,1,1,1,1,1,1,1,1,1,42000
PEUGEOT 206 MOONLIGHT 1.4 FLEX 8V 5P,PEUGEOT,2008,200000,1.4,Gasolina,Manual,Hidráulica,Preto,4,1,1,1,1,1,1,1,1,1,1,0,10000
VW - VOLKSWAGEN JETTA 2.5 20V 150/170CV TIPTRONIC,VW - VOLKSWAGEN,2008,107000,2,Gasolina,Automático,Elétrica,Preto,4,6,1,1,1,1,1,1,1,1,1,0,36000
VW - VOLKSWAGEN FOX CONNECT 1.6 FLEX 8V 5P,VW - VOLKSWAGEN,2020,24557,1.6,Flex,Manual,Hidráulica,Prata,4,5,1,1,1,1,1,1,1,1,1,0,57000
FORD FOCUS 2.0 16V/SE/SE PLUS FLEX 5P AUT.,FORD,2016,60000,2,Flex,Automático,Hidráulica,Branco,4,0,1,1,1,1,1,1,1,1,0,0,58000
VW - VOLKSWAGEN GOL,VW - VOLKSWAGEN,2010,145000,1,Flex,Manual,Mecânica,Cinza,4,6,0,0,0,0,0,0,0,0,0,0,13999
VW - VOLKSWAGEN GOL 1.8 MI,VW - VOLKSWAGEN,1996,99999999,1.8,Gasolina,Manual,Mecânica,Azul,2,5,0,0,0,0,0,0,0,0,0,0,7500
FORD FOCUS 2.0 16V/SE/SE PLUS FLEX 5P AUT.,FORD,2017,52399,2,Flex,Automático,Elétrica,Cinza,4,0,1,1,1,1,1,1,1,1,0,0,63000
TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,2015,75,2,Flex,Automático,Hidráulica,Branco,4,0,1,1,1,1,1,1,0,0,0,0,77500
TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,2016,80500,2,Flex,Automático,Elétrica,Prata,4,5,1,1,1,0,1,1,1,0,1,0,78500
FIAT PALIO WAY 1.0 FIRE FLEX 8V 5P,FIAT,2015,55000,1,Flex,Manual,Hidráulica,Prata,4,0,1,1,1,1,1,1,1,0,1,0,29000
GM - CHEVROLET CELTA ADVANTAGE 1.0 8V FLEXPOWER 5P,GM - CHEVROLET,2001,231000,1,Gasolina,Manual,Mecânica,Azul,2,2,0,1,1,0,0,0,0,0,0,0,9500
FIAT SIENA EL 1.0 MPI FIRE FLEX 8V 4P,FIAT,2010,153432,1,Flex,Manual,Hidráulica,Outra,4,2,1,1,1,1,1,0,1,0,1,0,26000
HYUNDAI HB20 COMF./C.PLUS/C.STYLE 1.0 FLEX 12V,HYUNDAI,2018,25000,1,Flex,Manual,Hidráulica,Branco,4,2,1,1,1,1,1,1,1,1,0,0,54600
TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,2020,17000,2,Flex,Automático,Hidráulica,Preto,4,0,1,1,1,1,1,1,1,1,1,1,127000
RENAULT LOGAN EXPRES./EXP. UP HI-FLEX 1.0 16V 4P,RENAULT,2013,135000,1,Flex,Manual,Hidráulica,Azul,4,6,1,1,1,1,1,0,1,1,0,0,21500
VW - VOLKSWAGEN AMAROK HIGHLINE CD 3.0 4X4 TB DIES. AUT.,VW - VOLKSWAGEN,2013,155627,3,Diesel,Automático,Hidráulica,Prata,4,5,1,1,1,1,1,1,1,1,0,0,95000
TOYOTA COROLLA SE-G 1.8/1.8 FLEX 16V AUT.,TOYOTA,2005,290000,1.8,Gasolina,Automático,Hidráulica,Preto,4,5,1,1,1,1,1,1,1,0,1,0,13000
HONDA CIVIC SEDAN SI 2.0 16V  192CV 4P,HONDA,2007,83711,2,Gasolina,Automático,Hidráulica,Preto,4,2,1,1,1,1,1,1,1,1,1,0,36000
TOYOTA ETIOS XLS 1.5 FLEX 16V 5P MEC.,TOYOTA,2013,84000,1.5,Flex,Manual,Hidráulica,Preto,4,8,1,1,1,1,1,1,1,0,0,0,31500
GM - CHEVROLET TRACKER LTZ 1.8 16V FLEX 4X2 AUT.,GM - CHEVROLET,2015,88000,1.8,Flex,Automático,Hidráulica,Preto,4,9,1,1,1,1,1,1,1,1,1,0,59900
FIAT STRADA ADV. M. MARCH. 1.8 FLEX 16V CD,FIAT,2012,130000,1.8,Flex,Manual,Hidráulica,Preto,2,6,1,1,1,1,0,1,1,1,1,0,40000
VW - VOLKSWAGEN GOL CITY (TREND)/TITAN 1.0 T. FLEX 8V 4P,VW - VOLKSWAGEN,2013,124000,1,Flex,Manual,Hidráulica,Prata,4,7,1,1,1,1,1,0,1,0,0,0,28500
RENAULT SANDERO EXPRESSION HI-FLEX 1.6 8V 5P,RENAULT,2015,123000,1.6,Flex,Manual,Hidráulica,Branco,4,3,1,1,1,1,1,1,1,1,0,0,35000
GM - CHEVROLET CORSA SED. MAXX 1.8 MPFI 8V FLEXPOWER,GM - CHEVROLET,2007,183000,1.8,Gasolina,Manual,Hidráulica,Prata,4,3,0,1,1,1,0,0,0,0,0,0,17500
HONDA CITY SEDAN DX 1.5 FLEX 16V AUT.,HONDA,2006,0,1,Gasolina,Manual,Hidráulica,Preto,2,0,0,0,0,0,0,0,0,0,0,0,6800
FIAT ARGO DRIVE 1.0 6V FLEX,FIAT,2018,78000,1,Flex,Manual,Elétrica,Branco,4,9,1,1,1,0,1,1,1,0,1,0,55000
GM - CHEVROLET CORSA SED CLASS.SUPER 1.0/1.0 FLEXPOWER,GM - CHEVROLET,2012,134000,1,Flex,Manual,Hidráulica,Outra,4,8,1,1,1,1,1,0,1,0,0,0,22000
FORD KA,FORD,2011,111000,1,Flex,Manual,Mecânica,Preto,2,0,0,1,1,0,0,0,1,0,0,0,15800
FORD FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,FORD,2005,111111,1,Gasolina,Manual,Hidráulica,Prata,4,7,1,1,1,0,0,0,0,0,0,0,14000
VW - VOLKSWAGEN FOX COMFORTLINE 1.6 FLEX 8V 5P,VW - VOLKSWAGEN,2016,35700,1.6,Flex,Manual,Elétrica,Prata,4,7,1,1,1,0,1,1,1,1,0,0,41000
GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,2012,130000,1,Flex,Manual,Hidráulica,Outra,4,8,1,1,1,0,1,1,1,0,0,0,25500
TOYOTA COROLLA XLI 1.6 16V 110CV AUT.,TOYOTA,2008,175276,1.6,Gasolina,Automático,Hidráulica,Outra,4,7,1,1,1,1,1,1,1,0,1,0,29000
GM - CHEVROLET CELTA LIFE 1.0 MPFI VHC 8V 5P,GM - CHEVROLET,2005,235,1,Flex,Manual,Hidráulica,Preto,4,7,0,0,0,0,1,0,0,0,0,0,7500
RENAULT CAPTUR INTENSE 2.0 16V FLEX 5P AUT.,RENAULT,2020,42589,2,Flex,Automático,Elétrica,Branco,4,8,1,1,1,1,1,1,1,1,1,0,88000
GM - CHEVROLET TRAILBLAZER LTZ 3.6 V6  AUT.,GM - CHEVROLET,2013,164700,3,Gasolina,Automático,Hidráulica,Branco,4,6,1,1,1,1,1,1,1,0,0,0,82990
GM - CHEVROLET CORSA WIND 1.0 MPFI / EFI  2P,GM - CHEVROLET,1996,0,1,Gasolina,Manual,Mecânica,Outra,4,7,0,1,0,0,0,0,0,0,0,0,9000
FIAT PALIO 1.0 CELEBR. ECONOMY F.FLEX 8V 2P,FIAT,2010,130000,1,Flex,Manual,Hidráulica,Preto,4,6,0,0,1,0,0,0,0,0,0,0,19000
KIA MOTORS CERATO 1.6 16V MEC.,KIA MOTORS,2010,120125,1.6,Flex,Manual,Hidráulica,Preto,4,3,1,1,1,1,1,1,1,1,0,0,33500
VW - VOLKSWAGEN AMAROK HIGHLINE CD 2.0 16V TDI 4X4 DIES.,VW - VOLKSWAGEN,2012,183506,2,Diesel,Manual,Elétrica,Cinza,4,6,1,1,1,1,1,1,1,0,1,0,65000
